record_id,scope,institution_id,gc_orgID,institution_name_en,institution_name_fr,bank_number_key,pib_type,title_en,title_fr,source_url_en,source_url_fr,specific_information_types_en,specific_information_types_fr,category_ids,category_count,category_max_confidence,category_ambiguous,category_unclassified,unmapped_concepts,interaction_topic_codes,interaction_topic_max_confidence,individual_role_codes,service_action_codes,question_codes,question_count,candidate_question_codes,candidate_question_count,time_follow_up_required,privacy_caveat_codes,retention_rule_type,retention_reference_events,retention_minimum_years,retention_maximum_years,retention_disposition,retention_confidence,retention_language_agreement,retention_requires_institution_contact,retention_requires_schedule_lookup,retention_has_indefinite_component,retention_has_immediate_disposal,retention_is_under_review,retention_text_en,retention_text_fr
institution:ati-schedule-i-treasury-board-secretariat:TBS PPU 095,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PPU 095,Public Bank,Talent.canada.ca,Talent.canada.ca,,,"[""Citizenship status"", ""Contact information"", ""Employment equity information"", ""Name"", ""Veteran status"", ""priority entitlement status **Language preferences"", ""General language preference"", ""Official language preference **Background"", ""experience"", ""Biographic information"", ""Education history"", ""Employment history"", ""Relevant biographic experiential information **Skills"", ""competencies"", ""Applicant work samples"", ""Self-assessed competencies **Preferences"", ""opinions"", ""Applicant views and opinions"", ""Workplace preferences""]",[],PI_CAT-1|PI_CAT-3|PI_CAT-4|PI_CAT-11|PI_CAT-15|PI_CAT-17|PI_CAT-18,7,1.00,false,false,,education_training|government_employment|immigration_citizenship|justice_public_safety|veterans_military,0.92,,,,0,q_education_training|q_government_work|q_immigration|q_justice_safety|q_military_veterans,5,false,possible_sharing|sensitive_context,conditional_periods,last_administrative_action,,,destroy,low,consistent,true,false,false,false,false,"TBS will retain applicant information for five years. Applicant and management profile information on talent.canada.ca will be retained for two years following the last administrative action. Applicants and managers will be notified when their profile information is to be deleted. Job opportunities will remain. For information on how other institutions keep and delete information, contact their Access to Information and Privacy Coordinator.","Le SCT conservera les informations relatives aux candidats pendant 5 ans. Les informations relatives aux candidats et aux profils de gestion sur la plateforme talent.canada.ca seront conservées pendant 2 ans après la dernière mesure administrative. Les candidats et les gestionnaires seront informés de la date à laquelle les renseignements relatifs à leur profil seront retirés. Les offres d’emploi seront conservées. Pour obtenir des précisions sur la conservation et l’élimination de ces renseignements par les organisations fédérales partenaires, il faut communiquer avec le coordonnateur de l’accès à l’information et de la protection des renseignements personnels de l’organisation."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 702,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 702,Central Bank,Government of Canada Workplace Accessibility Passport,Passeport pour l’accessibilité en milieu de travail du gouvernement du Canada,,,"[""Personal"", ""contact information"", ""Employee’s given name"", ""surname"", ""identification number"", ""Given name"", ""contact information for colleagues with whom Passport information has been shared"", ""Manager’s given name"", ""contact information **Situations"", ""solutions"", ""Situations"", ""Barriers"", ""Solutions **Documentation"", ""agreements"", ""Agreements between the employee"", ""manager"", ""signature"", ""date"", ""Discussion confirmations between the employee"", ""signatures"", ""Private sector health care providers or subject matter expert correspondence"", ""communications **Adaptive tools"", ""support"", ""Adaptive tools or support measures provided"", ""History of adaptive tools"", ""devices"", ""services or support measures""]","[""Renseignements"", ""coordonnées des employés"", ""Prénoms"", ""noms"", ""coordonnées des collègues avec qui les renseignements du Passeport ont été partagés"", ""coordonnées des gestionnaires"", ""coordonnées"", ""numéros d’identification des employés **Situations"", ""solutions"", ""Obstacles"", ""Situations"", ""Solutions **Documents"", ""ententes"", ""Confirmations de discussions entre les employés"", ""gestionnaires"", ""y compris leurs signatures"", ""dates des signatures"", ""Correspondance"", ""communications avec les fournisseurs de soins de santé du secteur privé ou les experts en la matière"", ""Ententes entre les employés"", ""dates des signatures **Outils adaptés"", ""mesures de soutien"", ""Historiques des outils adaptés"", ""matériel"", ""services ou des mesures de soutien"", ""Outils adaptés ou mesures de soutien fournis""]",PI_CAT-3|PI_CAT-17|PI_CAT-24,3,1.00,false,false,,access_privacy|communications_engagement|complaints_appeals_legal|contracts_procurement|government_employment|health_disability|travel_border,0.99,,worked_for_government,q_government_work|q_travel_border,2,q_access_privacy|q_business_supplier|q_civic_contact|q_complaint_appeal|q_government_work|q_health_disability|q_travel_border,7,true,possible_sharing|sensitive_context,minimum_period,unspecified_start,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a period of at least two years following the last time it was used for a decision-making purpose.,Les renseignements personnels seront conservés pendant au moins 2 ans après leur dernière utilisation à des fins décisionnelles.
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 760,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 760,Central Bank,Self-Identification,Auto-identification,,,[],[],PI_CAT-8|PI_CAT-10|PI_CAT-14|PI_CAT-15|PI_CAT-17,5,1.00,true,false,religion,business_regulation|complaints_appeals_legal|culture_recreation_volunteering|government_employment|health_disability|research_surveys,0.94,representative_guardian,,,0,q_business_supplier|q_complaint_appeal|q_culture_volunteer|q_government_work|q_health_disability|q_research_survey,6,false,possible_sharing|possible_third_party_information|sensitive_context,bounded_range,employment_or_service_end,2.0,10.0,unknown,medium,consistent,false,false,false,false,false,"Personal information (in all formats) will be retained for at least 2 years and for up to 10 years, following the date of an employee’s departure from the federal public service. Historical monthly snapshots will be retained to allow TBS to conduct historical reporting on underrepresented groups and thereby contribute to the Treasury Board’s fulfillment of its *Employment Equity Act* obligations. Yearly master files are transferred to the Public Service Commission and aggregated data is sent to the Canadian Human Rights Commission to support their respective mandates. Departments and agencies will be able to extract departmental self-ID data as needed and will store and dispose of this information, as well as completed and uploaded AFSI questionnaire data, in accordance with the *Privacy Act*, Privacy Regulations and with relevant TBS and departmental policies on the storage and disposal of records.","Les renseignements personnels (sous toutes leurs formes) seront conservés pendant au moins 2 ans et pour une période allant jusqu’à dix ans après le départ de l’employé de la fonction publique. Des instantanés mensuels des données passées seront conservés afin de permettre au SCT d’établir des rapports sur l’historique des groupes sous-représentés et d’aider ainsi le Conseil du Trésor à s’acquitter de ses obligations en vertu de la *Loi sur l’équité en matière d’emploi*. Les fichiers maîtres annuels sont transférés à la Commission de la fonction publique et des données agrégées sont communiquées à la Commission canadienne des droits de la personne à l’appui des mandats respectifs de ces institutions. Les ministères et les organismes pourront extraire les données ministérielles d’auto-ID selon les besoins et conserveront ou détruiront les données d’auto-ID ainsi que les données des questionnaires remplis et téléversés, conformément à la *Loi sur la protection des renseignements personnels*, au Règlement sur la protection des renseignements personnels ainsi qu’aux politiques et directives pertinentes des ministères et du Conseil du Trésor sur la conservation et la destruction des documents."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 810,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 810,Central Bank,The Mosaic Leadership Development program,Programme de perfectionnement en leadership Mosaïque,,,"[""work contact information"", ""work location"", ""number of years in substantive level or position"", ""department"", ""classification"", ""second language proficiency"", ""equity information"", ""including: + gender + Indigenous employees + persons with a disability + members of visible minorities"", ""racialized employees + Black employees + 2SLGBTQI+"", ""whether the candidate is a Veteran"", ""participant’s narrative description of examples where participant demonstrates Government of Canada Core Key Leadership Competencies""]","[""coordonnées professionnelles"", ""lieu de travail"", ""nombre d’années passées dans le poste ou le poste d’attache"", ""organisation fédérale"", ""classification"", ""compétences en langue seconde"", ""information sur l’équité"", ""y compris"", ""sexe"", ""employés autochtones"", ""personnes en situation de handicap"", ""membres des minorités visibles"", ""employés racisés"", ""employés noirs"", ""communauté 2ELGBTQI+"", ""statut d’ancien combattant du candidat"", ""cas échéant"", ""description d’exemples où le participant démontre les compétences clés en leadership du gouvernement du Canada""]",PI_CAT-3|PI_CAT-14|PI_CAT-15,3,1.00,false,false,,communications_engagement|democratic_civic|government_employment|health_disability|indigenous_services|veterans_military,0.90,government_employee|veteran_service_member,applied_for_program,q_money_programs,1,q_civic_contact|q_government_work|q_health_disability|q_indigenous_services|q_military_veterans|q_money_programs,6,true,possible_sharing|sensitive_context,maximum_period,employment_or_service_end,,5.0,unknown,medium,consistent,false,false,false,false,false,"The personal information collected by the Centre on Diversity and Inclusion will be retained for a period of up to five years. The disposal of the personal information in the IDEAL division possession will be conducted in accordance with the regulations issued by TBS. Disposition of non-transitory information within the department is the sole purview of the corporate information management services team. The IDEAL division, as the business owner, is responsible for making sure that the information is stored appropriately on the TBS network, in the main repository, so that the information management team can perform disposition at the appropriate time.","Les renseignements personnels recueillis par la Division IDÉAL seront conservés pendant une période maximale de 5 ans. L’élimination des renseignements personnels en possession de la Division IDEAL sera effectuée conformément aux règlements du SCT. L’élimination des informations qui ne sont pas éphémères au sein de l’organisation relève exclusivement de l’équipe des services de gestion de l’information de l’organisation. La Division IDEAL, en tant que propriétaire opérationnel, est chargée de veiller à ce que les informations soient stockées de manière appropriée sur le réseau du SCT, dans le dépôt principal, afin que l’équipe de gestion de l’information puisse procéder à l’élimination au moment opportun. **Numéro d’AD :**2015-001"
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 775,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 775,Central Bank,Official Languages Information System II,Système d’information sur les langues officielles II,,,[],[],,0,,true,true,,government_employment,0.94,,,,0,q_government_work,1,false,,fixed_period,unspecified_start,10.0,10.0,destroy,medium,consistent,false,false,false,false,false,Computer-based data: Transferred yearly to Library and Archives Canada * Textual and electronic records: It is proposed that records be retained for 10 years and then destroyed,"Données informatiques : les données sont transférées tous les ans à Bibliothèque et Archives Canada; * Documents textuels et électroniques : il est proposé de conserver les documents pendant 10 ans, puis de les détruire."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 820,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 820,Central Bank,Workforce Organization and Classification (WOC) Classification Program – Learning (CPL),"Organisation et classification des effectifs (OCE), Programme de classification – Apprentissage",,,[],"[""nom de l’employé"", ""groupe"", ""niveau de l’employé"", ""opinions"", ""points de vue de l’employé concernant le programme"", ""renseignements sur les mesures d’adaptation conformément à la Directive du SCT sur l’obligation d’adaptation"", ""identificateurs uniques (c.-à-d. les numéros personnels de formation"", ""d’accréditation) associés à une personne"", ""état de la formation"", ""progrès"", ""état de l’achèvement du cours et/ou de l’examen d’accréditation"", ""renseignements sur la notation"", ""rétroaction"", ""résultats des examens"", ""évaluation""]",PI_CAT-15|PI_CAT-17|PI_CAT-18,3,0.99,false,false,,business_regulation|complaints_appeals_legal|education_training|research_surveys,0.90,,,,0,q_business_supplier|q_complaint_appeal|q_education_training|q_research_survey,4,false,possible_sharing,minimum_period,last_administrative_action,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a minimum of two (2) years after the last administrative action and will follow the disposition standards set out by Library and Archives Canada.,"Les renseignements personnels sont conservés pendant au moins 2 ans après la dernière mesure administrative, puis ils sont détruits conformément aux normes établies par Bibliothèque et Archives Canada."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 722,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 722,Central Bank,Certification,Accréditation,,,[],[],,0,,true,true,,,,,,,0,,0,false,,unknown,unspecified_start,,,unknown,low,no_numeric_periods,false,false,false,false,false,"Like Collective Bargaining, this information is retained back to the commencement of collective bargaining.","Tout comme pour les négociations collectives, ces informations sont conservées depuis le début des négociations collectives."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 728,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 728,Central Bank,Complaints by bargaining agents,Plaintes des agents négociateurs,,,[],[],PI_CAT-3,1,1.00,false,false,,complaints_appeals_legal|government_employment,0.99,complainant_appellant|government_employee|representative_guardian,submitted_complaint_appeal,q_complaint_appeal,1,q_complaint_appeal|q_government_work,2,true,possible_third_party_information,conditional_periods,file_or_case_closure,10.0,,destroy_or_transfer,low,consistent,false,false,true,false,false,Retained for 10 years following closure of the file and then destroyed. Some samples were transferred to Library and Archives Canada for permanent retention.,"Les documents sont conservés pendant 10 ans après la fermeture du dossier, puis ils sont détruits. Certains échantillons ont été transférés à Bibliothèque et Archives Canada aux fins de conservation permanente."
institution:ati-schedule-i-treasury-board-secretariat:TBS PPE 803,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PPE 803,Particular Bank,Complaints: Canadian Human Rights Commission,Plaintes : Commission canadienne des droits de la personne,,,[],[],PI_CAT-3|PI_CAT-10|PI_CAT-12,3,1.00,false,false,,complaints_appeals_legal|government_employment,0.99,,,q_complaint_appeal,1,q_complaint_appeal|q_government_work,2,true,,conditional_periods,file_or_case_closure,,,destroy_or_transfer,low,consistent,false,false,false,false,false,General complaints** * Complaints related to equal pay for work of equal value are retained for 10 years following closure of the file and then destroyed * General human rights complaints are retained for 10 years following closure of the file and then destroyed **Insurance-related complaints** * Complaints related to disability insurance are retained for 20 years following closure of the file and then destroyed * Complaints related to the Public Service Health Care Plan are retained for 20 years following closure of the file and then destroyed * Complaints related to the Public Service Management Insurance Plan are retained for 20 years following closure of the file and then destroyed **Pension and leave complaints** * Complaints related to maternity leave without pay are retained for 10 years following closure of the file and then transferred to Library and Archives Canada * Complaints related to pensions are retained for 25 years following closure of the file and then transferred to Library and Archives Canada **Group-specific complaints** * Complaints related to the Hospital Services Group are retained for 25 years following closure of the file and then destroyed * Complaints related to the Nursing Group are retained for 25 years following closure of the file and then transferred to Library and Archives Canada,"Plaintes générales** * Les plaintes liées à un salaire égal pour un travail de valeur égale sont conservées pendant 10 ans après la fermeture du dossier, puis elles sont détruites. * Les plaintes générales relatives aux droits de la personne sont conservées pendant 10 ans après la fermeture du dossier, puis elles sont détruites. **Plaintes liées aux assurances** * Les plaintes liées à l’assurance-invalidité sont conservées pendant 20 ans après la fermeture du dossier, puis elles sont détruites. * Les plaintes visant le Régime de soins de santé de la fonction publique sont conservées pendant 20 ans après la fermeture du dossier, puis elles sont détruites. * Les plaintes portant sur le Régime d’assurance pour les cadres de gestion de la fonction publique sont conservées pendant 20 ans après la fermeture du dossier, puis elles sont détruites. **Plaintes liées aux pensions et aux congés** * Les plaintes relatives aux congés de maternité sans solde sont conservées pendant 10 ans après la fermeture du dossier, puis elles sont transférées à Bibliothèque et Archives Canada * Les plaintes liées aux pensions sont conservées pendant 25 ans après la fermeture du dossier, puis elles sont transférées à Bibliothèque et Archives Canada. **Plaintes issues de groupes précis** * Les plaintes portant sur le groupe Services hospitaliers sont conservées pendant 25 ans après la fermeture du dossier, puis elles sont détruites. * Les plaintes issues du groupe Sciences infirmières sont conservées pendant 25 ans après la fermeture du dossier, puis elles sont transférées à Bibliothèque et Archives Canada."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 705,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 705,Central Bank,Adjudication: section 209 (*Public Service Labour Relations Act*) references and grievances,Arbitrage : Renvois et griefs à l’article 209 (*Loi sur les relations de travail dans la fonction publique*),,,[],[],PI_CAT-3|PI_CAT-10|PI_CAT-12,3,1.00,false,false,,complaints_appeals_legal|government_employment,0.99,government_employee,,q_complaint_appeal,1,q_complaint_appeal|q_government_work,2,true,,conditional_periods,file_or_case_closure,10.0,,destroy_or_transfer,low,consistent,false,false,true,false,false,Retained for 10 years following closure of the file and then destroyed. Some samples were transferred to Library and Archives Canada for permanent retention.,"Les documents sont conservés pendant 10 ans après la fermeture du dossier, puis ils sont détruits. Certains échantillons ont été transférés à Bibliothèque et Archives Canada aux fins de conservation permanente."
institution:ati-schedule-i-treasury-board-secretariat:TBS PPU 025,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PPU 025,Public Bank,Collective recruitment initiatives,Initiatives de recrutement collectif,,,"[""Personal"", ""contact information"", ""Name"", ""Proof of identity"", ""photo identification **Employment"", ""recruitment information"", ""Classification"", ""Employment history"", ""Interview assessment results (including all handwritten notes of assessors"", ""candidates)"", ""References"", ""Resumé information **Education"", ""evaluation results"", ""Education information"", ""Scores from post-secondary recruitment tests administered by TBS or the PSC (in the case of the PSC, the Graduate Recruitment Test, Written Communication Proficiency Test"", ""Situational Judgment Test)"", ""Second language evaluation results **Equity"", ""security information"", ""Employment equity identification"", ""Security screening information""]","[""Renseignements personnels"", ""coordonnées"", ""Nom"", ""Preuves d’identité"", ""dont une pièce d’identité avec photo **Renseignements sur l’emploi"", ""recrutement"", ""Antécédents professionnels"", ""Classification"", ""Curriculum vitæ"", ""Références"", ""Résultats de l’entrevue d’évaluation (notamment toutes les notes manuscrites des évaluateurs"", ""candidats) **Études"", ""résultats d’évaluation"", ""Notes aux tests de recrutement postsecondaire organisés par le SCT ou la CFP (l’examen de recrutement des diplômés, l’examen de compétence en communication écrite"", ""examen de jugement situationnel)"", ""Renseignements relatifs aux études"", ""Résultats aux tests de langue seconde **Renseignements sur l’équité"", ""sécurité"", ""Identification au titre de l’équité en matière d’emploi"", ""Résultats de l’enquête de sécurité""]",PI_CAT-1|PI_CAT-3|PI_CAT-15|PI_CAT-17|PI_CAT-20,5,1.00,true,false,education,democratic_civic|education_training|justice_public_safety,0.98,,,,0,q_civic_contact|q_education_training|q_justice_safety,3,false,possible_sharing|sensitive_context,policy_pending,unspecified_start,,,unknown,low,no_numeric_periods,false,false,false,false,true,Under development,En cours d’élaboration
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 740,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 740,Central Bank,Extension of time to present a grievance,Prorogation du délai pour présenter un grief,,,[],[],PI_CAT-3|PI_CAT-10|PI_CAT-12,3,1.00,false,false,,complaints_appeals_legal|government_employment,0.99,government_employee,,q_complaint_appeal,1,q_complaint_appeal|q_government_work,2,true,,fixed_period,file_or_case_closure,10.0,10.0,destroy_or_transfer,high,consistent,false,false,false,false,false,Retained for 10 years following closure of the file and then destroyed. Some samples were transferred to Library and Archives Canada for retention.,"Les documents sont conservés pendant 10 ans après la fermeture du dossier, puis ils sont détruits. Certains échantillons ont été transférés à Bibliothèque et Archives Canada aux fins de conservation."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 770,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 770,Central Bank,National Joint Council grievances,Griefs du Conseil national mixte,,,[],[],PI_CAT-3,1,0.92,false,false,,communications_engagement|complaints_appeals_legal|government_employment|health_disability|payments_debt|travel_border,0.99,family_dependent|government_employee,,q_complaint_appeal,1,q_civic_contact|q_complaint_appeal|q_family_vital|q_government_work|q_health_disability|q_money_programs|q_travel_border,7,true,possible_third_party_information|sensitive_context,conditional_periods,unspecified_start,10.0,,transfer_to_archives,low,consistent,false,false,true,false,false,Retained for 10 years and then transferred to Library and Archives Canada for permanent retention.,"Ces renseignements sont conservés pour une période de 10 ans, puis ils sont transférés à Bibliothèque et Archives Canada pour y être conservés en permanence."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 803,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 803,Central Bank,National Joint Council (NJC) *Travel Directive* exception: individual cases,Exception à la Directive sur les voyages du Conseil national mixte : cas particuliers,,,[],[],PI_CAT-3|PI_CAT-5|PI_CAT-8|PI_CAT-11|PI_CAT-16|PI_CAT-19,6,1.00,false,false,,communications_engagement|emergency_assistance|government_employment|health_disability|payments_debt|travel_border,0.99,government_employee|traveller,,q_travel_border,1,q_civic_contact|q_emergency|q_government_work|q_health_disability|q_money_programs|q_travel_border,6,true,sensitive_context,fixed_period,unspecified_start,10.0,10.0,destroy,medium,consistent,false,false,false,false,false,Records are retained for 10 years and then destroyed.,"Les documents sont conservés pendant 10 ans, puis ils sont détruits."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 792,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 792,Central Bank,Relocation policy exceptions: individual cases,Exemption à la politique de réinstallation : cas particuliers,,,[],[],PI_CAT-13,1,1.00,false,false,,communications_engagement|health_disability,0.84,family_dependent,,,0,q_civic_contact|q_family_vital|q_health_disability,3,false,possible_third_party_information|sensitive_context,fixed_period,unspecified_start,10.0,10.0,destroy,medium,consistent,false,false,false,false,false,Retained for 10 years and then destroyed,"Les documents sont conservés pendant 10 ans, puis ils sont détruits."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 723,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 723,Central Bank,Classification Grievances Tracking System,Système de suivi des griefs de classification,,,[],[],,0,,true,true,,complaints_appeals_legal|government_employment,0.99,government_employee,,q_complaint_appeal,1,q_complaint_appeal|q_government_work,2,true,,conditional_periods,unspecified_start,10.0,,destroy_or_transfer,low,consistent,false,false,true,false,false,Records are retained for 10 years and then destroyed. Some samples were transferred to Library and Archives Canada for permanent retention.,"Les documents seront conservés pendant 10 ans, puis ils sont détruits. Certains échantillons ont été transférés à Bibliothèque et Archives Canada aux fins de conservation permanente."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 743,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 743,Central Bank,Exclusion system (EXCL),Système d’information sur l’exclusion,,,[],[],PI_CAT-12,1,0.90,false,false,,access_privacy|benefits_support|business_regulation|government_employment|research_surveys,0.99,government_employee,,,0,q_access_privacy|q_business_supplier|q_government_work|q_money_programs|q_research_survey,5,false,,fixed_period,operational_or_business_need_end,10.0,10.0,destroy,high,consistent,false,false,false,false,false,Computer-based data: Destroyed after the operational needs have expired. Textual and electronic records: Retained for 10 years and then destroyed.,"Les données informatisées sont détruites lorsqu’elles ne sont plus nécessaires sur le plan opérationnel et les documents textuels et électroniques sont conservés pendant 10 ans, puis ils sont détruits."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 789,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 789,Central Bank,Public sector pension cases,Cas de pension de la fonction publique,,,[],[],,0,,true,true,,access_privacy|benefits_support|business_regulation|complaints_appeals_legal|contracts_procurement|government_employment|justice_public_safety|veterans_military,0.99,,,q_government_work,1,q_access_privacy|q_business_supplier|q_complaint_appeal|q_government_work|q_justice_safety|q_military_veterans|q_money_programs,7,true,sensitive_context,conditional_periods,unspecified_start,,,destroy_or_transfer,low,consistent,false,false,false,false,false,Retained for 75 years and then destroyed. Records deemed historical are transferred to Library and Archives Canada after 25 years.,"Les documents sont conservés pendant 75 ans, puis ils sont détruits. Les documents jugés historiques sont transférés à Bibliothèque et Archives Canada après 25 ans."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 799,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 799,Central Bank,Special pension plans,Régimes de pensions spéciaux,,,[],[],,0,,true,true,,access_privacy|benefits_support|business_regulation|contracts_procurement|family_vital_events|government_employment|justice_public_safety|payments_debt|veterans_military,0.99,,received_money_support,q_government_work|q_money_programs,2,q_access_privacy|q_business_supplier|q_family_vital|q_government_work|q_justice_safety|q_military_veterans|q_money_programs,7,true,sensitive_context,conditional_periods,unspecified_start,,,destroy_or_transfer,low,consistent,false,false,false,false,false,Retained for 75 years and then destroyed. Records deemed historical are transferred to Library and Archives Canada after 25 years.,"Les documents sont conservés pendant 75 ans, puis détruits. Les documents jugés historiques sont transférés à Bibliothèque et Archives Canada après 25 ans."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCE 745,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCE 745,Central Bank,Executive Group Classification Information System,Système d’information sur la classification des postes du groupe de la direction,,,[],[],,0,,true,true,,,,,,,0,,0,false,,fixed_period,superseded_or_obsolete,10.0,10.0,transfer_to_archives,high,consistent,false,false,false,false,false,Computer-based data: Arrangements are made for the yearly transfer of the PCIS+ data to Library and Archives Canada. The data for the Position Information Collection System (PICS) were transferred to Library and Archives Canada until 1995 when it was replaced by PCIS+. * Textual and electronic records: There are no textual or electronic records for the new PCIS+. The textual records for the defunct PICS were retained for 10 years and transferred to Library and Archives Canada.,"Données informatiques : des dispositions sont prises pour le transfert annuel des données du SIPC+ à Bibliothèque et Archives Canada. Les données du Système de collecte des données sur les postes (SCDP) ont été transférées à Bibliothèque et Archives Canada jusqu’en 1995, année où celui-ci a été remplacé par le SIPC+. * Documents textuels et électroniques : il n’y a pas de documents textuels ou électroniques pour le nouveau SIPC+. Les documents textuels du SCDP mis hors service ont été conservés pendant 10 ans, puis transférés à Bibliothèque et Archives Canada."
institution:ati-schedule-i-treasury-board-secretariat:TBS PCU 715,institution,ati-schedule-i-treasury-board-secretariat,2242,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,TBS PCU 715,Public Central Bank,Government-wide executive (EX) talent management,Gestion des talents EX à l’échelle du gouvernement,,,"[""Personal"", ""contact information"", ""Name"", ""contact information of the individual"", ""supervisor"", ""Photograph"", ""Signature **Identification"", ""demographics"", ""Employee identification number"", ""Employment equity information"", ""Gender **Background"", ""employment details"", ""Biographical information"", ""Educational information"", ""Employee personnel information"", ""Employment information **opinions and views"", ""opinions and views of or about individuals""]","[""Renseignements personnels"", ""coordonnées"", ""Noms"", ""coordonnées de la personne"", ""superviseur"", ""Photographie"", ""Signatures **Identification"", ""données démographiques"", ""Numéro d’identification de l’employé"", ""Renseignements sur l’équité en matière d’emploi"", ""Sexe **Détails sur les antécédents"", ""emploi"", ""Renseignements biographiques"", ""Renseignements personnels des employés"", ""Renseignements sur l’emploi"", ""Renseignements sur les études **Opinions"", ""Idées"", ""points de vue des personnes ou au sujet de personnes""]",PI_CAT-1|PI_CAT-3|PI_CAT-10|PI_CAT-11|PI_CAT-12|PI_CAT-14|PI_CAT-17|PI_CAT-18|PI_CAT-20|PI_CAT-24,10,1.00,true,false,education,education_training|government_employment|research_surveys,0.88,government_employee,worked_for_government,,0,q_education_training|q_government_work|q_research_survey,3,false,possible_sharing,fixed_period,unspecified_start,10.0,10.0,destroy,medium,consistent,false,false,false,false,false,Retained for 10 years and then destroyed,"Les documents sont conservés pendant 10 ans, puis ils sont détruits."
